,total_rainfall,year,month,wet_bulb_temperature,kwh_per_acc,gas_kwh_per_acc,temp_extremes_min,max_temperature,temp_var,price_electtariffs_inflatnadjusted_cent_per_kwh,mean_temp,elec_price
197,93.4,2021,6,25.489305555555553,620.7793388429752,85.11750741839762,23.4,33.7,10.300000000000004,22.5,28.5,139.67535123966942
198,195.8,2021,7,25.36922043010753,592.9504132231405,84.84747774480712,23.2,33.4,10.2,22.5,28.6,133.41384297520662
199,293.6,2021,8,24.96317204301075,604.2944903581267,86.02433234421365,21.9,32.9,11.0,22.5,27.6,135.9662603305785
200,205.4,2021,9,25.195833333333333,567.0622589531681,82.90563798219584,22.5,33.3,10.799999999999997,22.5,28.3,127.58900826446283
201,177.0,2021,10,25.493682795698923,537.6334254143646,80.04035608308605,23.2,33.8,10.599999999999998,22.5,28.5,120.96752071823205
202,312.4,2021,11,25.111944444444443,542.3101648351649,82.87804154302671,22.8,33.9,11.099999999999998,22.5,27.6,122.01978708791209
203,119.6,2021,12,24.95604838709677,544.4861878453039,78.33422619047619,22.9,33.9,11.0,22.5,27.7,122.50939226519338
204,99.8,2022,1,24.380913978494625,523.3870523415978,77.01875,23.2,33.1,9.900000000000002,25.8,27.4,135.03385950413224
205,175.0,2022,2,24.64985119047619,519.2575757575758,79.3166172106825,22.6,33.6,11.0,25.8,27.3,133.96845454545453
206,163.2,2022,3,25.253225806451614,504.1455555555555,78.29047619047618,23.0,34.2,11.200000000000003,25.8,28.1,130.06955333333332
